actor_name,movies,revenues,costs,gross_profit,return,count
Olga Kurylenko,"[https://en.wikipedia.org/wiki/Oblivion_(2013_film), https://en.wikipedia.org/wiki/Vampire_Academy_(film)]",301600000,150000000,800000,0.005333333,2
Kenneth Branagh,[https://en.wikipedia.org/wiki/Jack_Ryan:_Shadow_Recruit],135500000,60000000,7750000,0.129166667,1
Claudia Karvan,[https://en.wikipedia.org/wiki/Daybreakers],51400000,20000000,5700000,0.285,1
Arlen Escarpeta,"[https://en.wikipedia.org/wiki/Final_Destination_5, https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film)]",319600000,90000000,69800000,0.775555556,2
Tom Kenny,"[https://en.wikipedia.org/wiki/The_SpongeBob_Movie:_Sponge_Out_of_Water, https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)]",373500000,104000000,82750000,0.795673077,2
Parker Posey,"[https://en.wikipedia.org/wiki/Happy_Tears_(film), https://en.wikipedia.org/wiki/Scream_3]",161800000,40000000,40900000,1.0225,2
Christopher Abbott,"[https://en.wikipedia.org/wiki/Hello_I_Must_Be_Going_(2012_film), https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film)]",24900000,35000000,-22550000,-0.644285714,2
Valorie Curry,[https://en.wikipedia.org/wiki/Blair_Witch_(film)],45200000,5000000,17600000,3.52,1
Daphne Rubin-Vega,[https://en.wikipedia.org/wiki/Jack_Goes_Boating_(film)],0,0,0,,1
Ingrid Bolso Berdal,[https://en.wikipedia.org/wiki/Chernobyl_Diaries],37200000,1000000,17600000,17.6,1
Ralph Brown,[https://en.wikipedia.org/wiki/Dark_Tide],432274,25000000,-24783863,-0.99135452,1
John C. Reilly,"[https://en.wikipedia.org/wiki/Carnage_(2011_film), https://en.wikipedia.org/wiki/Cedar_Rapids_(film), https://en.wikipedia.org/wiki/Cyrus_(2010_comedy-drama_film), https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film), https://en.wikipedia.org/wiki/Life_After_Beth, https://en.wikipedia.org/wiki/The_Extra_Man_(film), https://en.wikipedia.org/wiki/Wreck-It_Ralph]",1282744268,438700000,202672134,0.461983437,7
Amy Smart,"[https://en.wikipedia.org/wiki/Mirrors_(film), https://en.wikipedia.org/wiki/The_Single_Moms_Club]",93800000,43000000,3900000,0.090697674,2
Ellen DeGeneres,"[https://en.wikipedia.org/wiki/Finding_Dory, https://en.wikipedia.org/wiki/Finding_Nemo]",1968300000,294000000,690150000,2.34744898,2
Martin Donovan,"[https://en.wikipedia.org/wiki/Sabotage_(2014_film), https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D, https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut]",147327732,65000000,8663866,0.133290246,3
Aly Michalka,"[https://en.wikipedia.org/wiki/Easy_A, https://en.wikipedia.org/wiki/The_Roommate]",115492759,24000000,33746379.5,1.406099146,2
Jeremy Dozier,[https://en.wikipedia.org/wiki/Dirty_Girl_(2010_film)],55125,4000000,-3972437.5,-0.993109375,1
Richard Burgi,[https://en.wikipedia.org/wiki/The_Green_Inferno_(film)],12700000,5000000,1350000,0.27,1
Ben Davies,[https://en.wikipedia.org/wiki/I%27m_Not_Ashamed_(film)],2100000,1500000,-450000,-0.3,1
Daniel Mays,[https://en.wikipedia.org/wiki/The_Adventures_of_Tintin:_The_Secret_of_the_Unicorn],374000000,135000000,52000000,0.385185185,1
Terry Crews,"[https://en.wikipedia.org/wiki/Cloudy_with_a_Chance_of_Meatballs_2, https://en.wikipedia.org/wiki/Lottery_Ticket_(film), https://en.wikipedia.org/wiki/The_Expendables_(2010_film), https://en.wikipedia.org/wiki/The_Expendables_2, https://en.wikipedia.org/wiki/The_Expendables_3]",1093500000,367000000,179750000,0.489782016,5
Carla Bruni,[https://en.wikipedia.org/wiki/Midnight_in_Paris],151100000,17000000,58550000,3.444117647,1
Matt Bomer,"[https://en.wikipedia.org/wiki/Magic_Mike, https://en.wikipedia.org/wiki/Superman:_Unbound, https://en.wikipedia.org/wiki/The_Nice_Guys]",224500000,57000000,55250000,0.969298246,3
Tom Holland,"[https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Hatchet_II, https://en.wikipedia.org/wiki/In_the_Heart_of_the_Sea_(film)]",1246900000,350000000,273450000,0.781285714,3
Ichigeki,[https://en.wikipedia.org/wiki/Planet_B-Boy],0,0,0,,1
Brock Oâ€™Hurn,[https://en.wikipedia.org/wiki/Boo!_A_Madea_Halloween],74800000,20000000,17400000,0.87,1
Reed Diamond,[https://en.wikipedia.org/wiki/Much_Ado_About_Nothing_(2012_film)],0,0,0,,1
Keith Robinson,[https://en.wikipedia.org/wiki/35_and_Ticking],0,0,0,,1
Luis GuzmÃ¡n,"[https://en.wikipedia.org/wiki/Arthur_(2011_film), https://en.wikipedia.org/wiki/In_the_Blood_(2014_film), https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island, https://en.wikipedia.org/wiki/Keanu_(film), https://en.wikipedia.org/wiki/The_Last_Stand_(2013_film)]",450086676,189000000,36043338,0.190705492,5
RamÃ_n RodrÃ_guez,[https://en.wikipedia.org/wiki/Need_for_Speed_(film)],203300000,65000000,36650000,0.563846154,1
Sarah Gadon,[https://en.wikipedia.org/wiki/Dracula_Untold],217100000,70000000,38550000,0.550714286,1
Sienna Miller,"[https://en.wikipedia.org/wiki/G.I._Joe:_The_Rise_of_Cobra, https://en.wikipedia.org/wiki/Unfinished_Business_(2015_film)]",316900000,210000000,-51550000,-0.24547619,2
Callum Blue,[https://en.wikipedia.org/wiki/Colombiana_(film)],61000000,35000000,-4500000,-0.128571429,1
Amanda Wyss,[https://en.wikipedia.org/wiki/A_Nightmare_on_Elm_Street_(1984_film)],25500000,1800000,10950000,6.083333333,1
Antony Langdon,[https://en.wikipedia.org/wiki/I%27m_Still_Here_(2010_film)],0,0,0,,1
Corey Stoll,"[https://en.wikipedia.org/wiki/Anesthesia_(film), https://en.wikipedia.org/wiki/Ant-Man_(film), https://en.wikipedia.org/wiki/Black_Mass_(film), https://en.wikipedia.org/wiki/The_Good_Lie, https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You]",660400000,202800000,127400000,0.628205128,5
Pitbull,[https://en.wikipedia.org/wiki/Epic_(2013_film)],268400000,93000000,41200000,0.443010753,1
Ansel Elgort,"[https://en.wikipedia.org/wiki/Carrie_(2013_film), https://en.wikipedia.org/wiki/Divergent_(film), https://en.wikipedia.org/wiki/The_Divergent_Series:_Allegiant, https://en.wikipedia.org/wiki/The_Divergent_Series:_Insurgent, https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars_(film)]",1157600000,347000000,231800000,0.668011527,5
Willie Garson,[https://en.wikipedia.org/wiki/Walk_of_Shame_(film)],7900000,15000000,-11050000,-0.736666667,1
Jessica Chastain,"[https://en.wikipedia.org/wiki/Crimson_Peak, https://en.wikipedia.org/wiki/Interstellar_(film), https://en.wikipedia.org/wiki/Lawless_(film), https://en.wikipedia.org/wiki/Madagascar_3:_Europe%27s_Most_Wanted, https://en.wikipedia.org/wiki/Take_Shelter, https://en.wikipedia.org/wiki/Texas_Killing_Fields, https://en.wikipedia.org/wiki/The_Debt_(2011_film), https://en.wikipedia.org/wiki/The_Help_(film), https://en.wikipedia.org/wiki/The_Huntsman:_Winter%27s_War, https://en.wikipedia.org/wiki/The_Martian_(film), https://en.wikipedia.org/wiki/The_Tree_of_Life_(film), https://en.wikipedia.org/wiki/Zero_Dark_Thirty]",2800100000,735750000,664300000,0.902888209,12
Emily Blunt,"[https://en.wikipedia.org/wiki/Arthur_Newman_(film), https://en.wikipedia.org/wiki/Edge_of_Tomorrow_(film), https://en.wikipedia.org/wiki/Gnomeo_and_Juliet, https://en.wikipedia.org/wiki/Gulliver%27s_Travels_(2010_film), https://en.wikipedia.org/wiki/Into_the_Woods_(film), https://en.wikipedia.org/wiki/Looper_(film), https://en.wikipedia.org/wiki/The_Adjustment_Bureau, https://en.wikipedia.org/wiki/The_Five-Year_Engagement, https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(2016_film), https://en.wikipedia.org/wiki/The_Huntsman:_Winter%27s_War, https://en.wikipedia.org/wiki/The_Wolfman_(2010_film)]",1850700000,796200000,129150000,0.162207988,11
See cast,[https://en.wikipedia.org/wiki/Dazed_and_Confused_(film)],8000000,6900000,-2900000,-0.420289855,1
Matt Lucas,"[https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film), https://en.wikipedia.org/wiki/Gnomeo_and_Juliet]",1219000000,186000000,423500000,2.27688172,2
Harrison Ford,"[https://en.wikipedia.org/wiki/42_(film), https://en.wikipedia.org/wiki/Cowboys_%26_Aliens, https://en.wikipedia.org/wiki/Ender%27s_Game_(film), https://en.wikipedia.org/wiki/Extraordinary_Measures, https://en.wikipedia.org/wiki/Morning_Glory_(2010_film), https://en.wikipedia.org/wiki/Paranoia_(2013_film), https://en.wikipedia.org/wiki/The_Age_of_Adaline, https://en.wikipedia.org/wiki/The_Expendables_3]",767034293,514000000,-130482853.5,-0.253857692,8
Jerry Ferrara,"[https://en.wikipedia.org/wiki/Entourage_(film), https://en.wikipedia.org/wiki/Think_Like_a_Man]",145400000,51000000,21700000,0.425490196,2
Anna Camp,"[https://en.wikipedia.org/wiki/Pitch_Perfect, https://en.wikipedia.org/wiki/Pitch_Perfect_2]",402900000,46000000,155450000,3.379347826,2
Paige O'Hara,[https://en.wikipedia.org/wiki/Beauty_and_the_Beast_3D],425000000,25000000,187500000,7.5,1
Margaret Qualley,[https://en.wikipedia.org/wiki/The_Nice_Guys],57300000,50000000,-21350000,-0.427,1
Chris Colfer,"[https://en.wikipedia.org/wiki/Glee:_The_3D_Concert_Movie, https://en.wikipedia.org/wiki/Struck_by_Lightning_(2012_film)]",18728378,10300000,-935811,-0.090855437,2
Nolan Gerard Funk,[https://en.wikipedia.org/wiki/House_at_the_End_of_the_Street],44103982,6900000,15151991,2.195940725,1
Iain Glen,[https://en.wikipedia.org/wiki/Resident_Evil:_Extinction],147700000,45000000,28850000,0.641111111,1
Eduardo Noriega,[https://en.wikipedia.org/wiki/The_Last_Stand_(2013_film)],48300000,45000000,-20850000,-0.463333333,1
Takashi Shimura,[https://en.wikipedia.org/wiki/Seven_Samurai],0,0,0,,1
see below,"[https://en.wikipedia.org/wiki/V/H/S, https://en.wikipedia.org/wiki/V/H/S/2]",0,0,0,,2
Vincent Cassel,"[https://en.wikipedia.org/wiki/Black_Swan_(film), https://en.wikipedia.org/wiki/Child_44_(film), https://en.wikipedia.org/wiki/Jason_Bourne_(film)]",744900000,133000000,239450000,1.80037594,3
Bridgit Mendler,[https://en.wikipedia.org/wiki/Beverly_Hills_Chihuahua_2],0,0,0,,1
Marla Gibbs,[https://en.wikipedia.org/wiki/Madea%27s_Witness_Protection],66900000,20000000,13450000,0.6725,1
Jonathan Groff,[https://en.wikipedia.org/wiki/Frozen_(2013_film)],1276000000,150000000,488000000,3.253333333,1
Emily Alyn Lind,[https://en.wikipedia.org/wiki/The_Haunting_in_Connecticut_2:_Ghosts_of_Georgia],2382965,1500000,-308517.5,-0.205678333,1
Derek Magyar,[https://en.wikipedia.org/wiki/No_One_Lives],74918,2900000,-2862541,-0.987083103,1
Phylicia Rashad,"[https://en.wikipedia.org/wiki/For_Colored_Girls, https://en.wikipedia.org/wiki/Good_Deeds, https://en.wikipedia.org/wiki/Just_Wright]",95170263,47000000,585131.5,0.012449606,3
Elizabeth Olsen,"[https://en.wikipedia.org/wiki/Avengers:_Age_of_Ultron, https://en.wikipedia.org/wiki/Captain_America:_Civil_War, https://en.wikipedia.org/wiki/Godzilla_(2014_film), https://en.wikipedia.org/wiki/I_Saw_the_Light_(film), https://en.wikipedia.org/wiki/Kill_Your_Darlings_(2013_film), https://en.wikipedia.org/wiki/Liberal_Arts_(film), https://en.wikipedia.org/wiki/Martha_Marcy_May_Marlene, https://en.wikipedia.org/wiki/Oldboy_(2013_film), https://en.wikipedia.org/wiki/Peace,_Love,_%26_Misunderstanding, https://en.wikipedia.org/wiki/Red_Lights_(2012_film), https://en.wikipedia.org/wiki/Silent_House_(film)]",3112300000,772000000,784150000,1.015738342,11
Tobin Bell,"[https://en.wikipedia.org/wiki/Saw_VI, https://en.wikipedia.org/wiki/Saw_VII]",204300000,28000000,74150000,2.648214286,2
Jim Caviezel,[https://en.wikipedia.org/wiki/Escape_Plan_(film)],137300000,50000000,18650000,0.373,1
Pierce Brosnan,"[https://en.wikipedia.org/wiki/I_Don%27t_Know_How_She_Does_It, https://en.wikipedia.org/wiki/No_Escape_(2015_film), https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief, https://en.wikipedia.org/wiki/Remember_Me_(2010_film), https://en.wikipedia.org/wiki/The_Greatest_(2009_film)]",367820360,146000000,37910180,0.259658767,5
Justin Timberlake,"[https://en.wikipedia.org/wiki/Bad_Teacher, https://en.wikipedia.org/wiki/Friends_with_Benefits_(film), https://en.wikipedia.org/wiki/In_Time_(film), https://en.wikipedia.org/wiki/Inside_Llewyn_Davis, https://en.wikipedia.org/wiki/Runner_Runner_(film), https://en.wikipedia.org/wiki/Shrek_the_Third, https://en.wikipedia.org/wiki/The_Social_Network, https://en.wikipedia.org/wiki/Trouble_with_the_Curve, https://en.wikipedia.org/wiki/Yogi_Bear_(film)]",1909700000,476000000,478850000,1.005987395,9
Keegan-Michael Key,"[https://en.wikipedia.org/wiki/Angry_Birds_(film), https://en.wikipedia.org/wiki/Hell_Baby, https://en.wikipedia.org/wiki/Keanu_(film), https://en.wikipedia.org/wiki/Storks_(film), https://en.wikipedia.org/wiki/Tomorrowland_(film)]",762108785,350500000,30554392.5,0.08717373,5
Scott Adsit,[https://en.wikipedia.org/wiki/Big_Hero_6_(film)],657800000,165000000,163900000,0.993333333,1
Thomas Ian Nicholas,"[https://en.wikipedia.org/wiki/American_Reunion, https://en.wikipedia.org/wiki/American_Wedding]",466449203,105000000,128224601.5,1.221186681,2
Tika Sumpter,"[https://en.wikipedia.org/wiki/A_Madea_Christmas_(film), https://en.wikipedia.org/wiki/Ride_Along_(film), https://en.wikipedia.org/wiki/Ride_Along_2, https://en.wikipedia.org/wiki/Sparkle_(2012_film)]",356100000,104000000,74050000,0.712019231,4
Chuck Norris,[https://en.wikipedia.org/wiki/The_Expendables_2],305400000,100000000,52700000,0.527,1
Branch Warren,[https://en.wikipedia.org/wiki/Generation_Iron],0,0,0,,1
Emayatzy Corinealdi,[https://en.wikipedia.org/wiki/The_Invitation_(2015_film)],354835,1000000,-822582.5,-0.8225825,1
Jeremy Irons,"[https://en.wikipedia.org/wiki/Batman_v_Superman:_Dawn_of_Justice, https://en.wikipedia.org/wiki/Beautiful_Creatures_(2013_film), https://en.wikipedia.org/wiki/Margin_Call_(film), https://en.wikipedia.org/wiki/Race_(2016_film), https://en.wikipedia.org/wiki/The_Words_(film)]",991131461,324500000,171065730.5,0.52716712,5
David Duchovny,"[https://en.wikipedia.org/wiki/Phantom_(2013_film), https://en.wikipedia.org/wiki/The_Joneses]",7022728,10000000,-6488636,-0.6488636,2
Jim Broadbent,"[https://en.wikipedia.org/wiki/Arthur_Christmas, https://en.wikipedia.org/wiki/Bridget_Jones%27s_Baby, https://en.wikipedia.org/wiki/Cloud_Atlas_(film), https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film), https://en.wikipedia.org/wiki/Paddington_(film), https://en.wikipedia.org/wiki/The_Legend_of_Tarzan_(film)]",1780600000,693500000,196800000,0.283777938,6
Nestor Serrano,[https://en.wikipedia.org/wiki/Act_of_Valor],81272766,12000000,28636383,2.38636525,1
Clarke Peters,"[https://en.wikipedia.org/wiki/Red_Hook_Summer, https://en.wikipedia.org/wiki/The_Benefactor_(film)]",0,0,0,,2
Travis Oates,[https://en.wikipedia.org/wiki/Winnie_the_Pooh_(2011_film)],50100000,30000000,-4950000,-0.165,1
Cierra Ramirez,[https://en.wikipedia.org/wiki/Girl_in_Progress],3125320,5000000,-3437340,-0.687468,1
Matthew Modine,"[https://en.wikipedia.org/wiki/Girl_in_Progress, https://en.wikipedia.org/wiki/Jobs_(film)]",39025320,17000000,2512660,0.147803529,2
Kevin R. McNally,"[https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End, https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_On_Stranger_Tides]",2008400000,678500000,325700000,0.480029477,2
Logan Marshall-Green,"[https://en.wikipedia.org/wiki/Devil_(2010_film), https://en.wikipedia.org/wiki/Prometheus_(2012_film), https://en.wikipedia.org/wiki/Snowden_(film), https://en.wikipedia.org/wiki/The_Invitation_(2015_film)]",501454835,171000000,79727417.5,0.466242208,4
Muse Watson,[https://en.wikipedia.org/wiki/The_Last_Exorcism_Part_II],15100000,5000000,2550000,0.51,1
Teyana Taylor,[https://en.wikipedia.org/wiki/Madea%27s_Big_Happy_Family_(film)],54161287,25000000,2080643.5,0.08322574,1
Harry Dean Stanton,"[https://en.wikipedia.org/wiki/Rango_(2011_film), https://en.wikipedia.org/wiki/Red_Dawn]",284076497,152000000,-9961751.5,-0.065537839,2
Josh Brolin,"[https://en.wikipedia.org/wiki/Everest_(2015_film), https://en.wikipedia.org/wiki/Gangster_Squad_(film), https://en.wikipedia.org/wiki/Hail,_Caesar!, https://en.wikipedia.org/wiki/Inherent_Vice_(film), https://en.wikipedia.org/wiki/Jonah_Hex_(film), https://en.wikipedia.org/wiki/Labor_Day_(film), https://en.wikipedia.org/wiki/Men_in_Black_3, https://en.wikipedia.org/wiki/Oldboy_(2013_film), https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For, https://en.wikipedia.org/wiki/True_Grit_(2010_film), https://en.wikipedia.org/wiki/Wall_Street:_Money_Never_Sleeps, https://en.wikipedia.org/wiki/You_Will_Meet_a_Tall_Dark_Stranger]",1507275812,662000000,91637906,0.13842584,12
Idina Menzel,[https://en.wikipedia.org/wiki/Frozen_(2013_film)],1276000000,150000000,488000000,3.253333333,1
Carey Mulligan,"[https://en.wikipedia.org/wiki/Drive_(2011_film), https://en.wikipedia.org/wiki/Far_from_the_Madding_Crowd_(2015_film), https://en.wikipedia.org/wiki/Inside_Llewyn_Davis, https://en.wikipedia.org/wiki/Never_Let_Me_Go_(2010_film), https://en.wikipedia.org/wiki/The_Great_Gatsby_(2013_film), https://en.wikipedia.org/wiki/The_Greatest_(2009_film), https://en.wikipedia.org/wiki/Wall_Street:_Money_Never_Sleeps]",606535976,222000000,81267988,0.366072018,7
Ben Hollingsworth,[https://en.wikipedia.org/wiki/The_Joneses],7022728,10000000,-6488636,-0.6488636,1
Angelita Nelson,[https://en.wikipedia.org/wiki/Courageous_(film)],34522221,2000000,15261110.5,7.63055525,1
Rip Torn,"[https://en.wikipedia.org/wiki/Happy_Tears_(film), https://en.wikipedia.org/wiki/Men_in_Black_II]",441800000,140000000,80900000,0.577857143,2
Brad Pitt,"[https://en.wikipedia.org/wiki/12_Years_a_Slave_(film), https://en.wikipedia.org/wiki/Fury_(2014_film), https://en.wikipedia.org/wiki/Happy_Feet_Two, https://en.wikipedia.org/wiki/Megamind, https://en.wikipedia.org/wiki/Moneyball_(film), https://en.wikipedia.org/wiki/The_Counselor_(film), https://en.wikipedia.org/wiki/The_Tree_of_Life_(film), https://en.wikipedia.org/wiki/World_War_Z_(film)]",1647200000,647100000,176500000,0.27275537,8
Kate del Castillo,[https://en.wikipedia.org/wiki/The_Book_of_Life_(2014_film)],100000000,50000000,0,0,1
Pruitt Taylor Vince,"[https://en.wikipedia.org/wiki/13_Sins, https://en.wikipedia.org/wiki/Homefront_(film)]",43100000,22000000,-450000,-0.020454545,2
Elisabeth RÃ¶hm,[https://en.wikipedia.org/wiki/Officer_Down],0,0,0,,1
Joe Pesci,[https://en.wikipedia.org/wiki/Love_Ranch],137885,25000000,-24931057.5,-0.9972423,1
Henry Hopper,[https://en.wikipedia.org/wiki/Restless_(2011_film)],163265,8000000,-7918367.5,-0.989795938,1
Claire Foy,[https://en.wikipedia.org/wiki/Season_of_the_Witch_(2011_film)],91600000,40000000,5800000,0.145,1
Fred Armisen,"[https://en.wikipedia.org/wiki/The_Smurfs_(film), https://en.wikipedia.org/wiki/Zoolander_2]",619700000,160000000,149850000,0.9365625,2
Matt Schulze,[https://en.wikipedia.org/wiki/Fast_Five],626100000,125000000,188050000,1.5044,1
Adam Beach,[https://en.wikipedia.org/wiki/Cowboys_%26_Aliens],174800000,163000000,-75600000,-0.463803681,1
Marc Blucas,[https://en.wikipedia.org/wiki/Knight_and_Day],261900000,117000000,13950000,0.119230769,1
Bruce Headlam,[https://en.wikipedia.org/wiki/Page_One:_A_Year_Inside_the_New_York_Times],0,0,0,,1
Sky Ferreira,[https://en.wikipedia.org/wiki/The_Green_Inferno_(film)],12700000,5000000,1350000,0.27,1
Robert Desiderio,[https://en.wikipedia.org/wiki/Liberal_Arts_(film)],0,0,0,,1
Joey King,"[https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful, https://en.wikipedia.org/wiki/Ramona_and_Beezus, https://en.wikipedia.org/wiki/Wish_I_Was_Here]",526093743,181200000,81846871.5,0.451693551,3
Tina Fey,"[https://en.wikipedia.org/wiki/Admission_(film), https://en.wikipedia.org/wiki/Date_Night, https://en.wikipedia.org/wiki/Megamind, https://en.wikipedia.org/wiki/Muppets_Most_Wanted, https://en.wikipedia.org/wiki/This_Is_Where_I_Leave_You, https://en.wikipedia.org/wiki/Whiskey_Tango_Foxtrot_(film)]",639337201,302800000,16868600.5,0.05570872,6
Aasif Mandvi,"[https://en.wikipedia.org/wiki/Million_Dollar_Arm, https://en.wikipedia.org/wiki/Mother%27s_Day_(2016_film), https://en.wikipedia.org/wiki/The_Internship, https://en.wikipedia.org/wiki/The_Last_Airbender]",494700000,258000000,-10650000,-0.04127907,4
Charles Dance,"[https://en.wikipedia.org/wiki/Dracula_Untold, https://en.wikipedia.org/wiki/Me_Before_You_(film), https://en.wikipedia.org/wiki/Pride_and_Prejudice_and_Zombies_(film), https://en.wikipedia.org/wiki/Underworld:_Awakening, https://en.wikipedia.org/wiki/Victor_Frankenstein_(film)]",635700000,228000000,89850000,0.394078947,5
Peter Weller,"[https://en.wikipedia.org/wiki/Batman:_The_Dark_Knight_Returns_(film), https://en.wikipedia.org/wiki/RoboCop_(1987_film), https://en.wikipedia.org/wiki/Star_Trek_Into_Darkness]",520800000,198000000,62400000,0.315151515,3
Bruce Dern,[https://en.wikipedia.org/wiki/Nebraska_(film)],27700000,12000000,1850000,0.154166667,1
Val Kilmer,"[https://en.wikipedia.org/wiki/Kill_the_Irishman, https://en.wikipedia.org/wiki/MacGruber_(film), https://en.wikipedia.org/wiki/Planes_(film)]",249790000,72000000,52895000,0.734652778,3
Wes Bentley,"[https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film), https://en.wikipedia.org/wiki/Gone_(2012_film), https://en.wikipedia.org/wiki/Pete%27s_Dragon_(2016_film)]",372400000,175000000,11200000,0.064,3
Jackson Nicoll,"[https://en.wikipedia.org/wiki/Fun_Size, https://en.wikipedia.org/wiki/Jackass_Presents:_Bad_Grandpa]",163200000,29000000,52600000,1.813793103,2
Jason Spevack,[https://en.wikipedia.org/wiki/Ramona_and_Beezus],27293743,15000000,-1353128.5,-0.090208567,1
Leigh Whannell,[https://en.wikipedia.org/wiki/Insidious:_Chapter_3],113000000,10000000,46500000,4.65,1
Patricia Heaton,[https://en.wikipedia.org/wiki/Moms%27_Night_Out],10500000,5000000,250000,0.05,1
Ken Bevel,[https://en.wikipedia.org/wiki/Courageous_(film)],34522221,2000000,15261110.5,7.63055525,1
Carrie-Anne Moss,"[https://en.wikipedia.org/wiki/Knife_Fight_(film), https://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D]",52300000,20000000,6150000,0.3075,2
Jeremy Howard,"[https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows, https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film)]",738900000,260000000,109450000,0.420961538,2
Dominik Garcia-Lorido,"[https://en.wikipedia.org/wiki/City_Island_(film), https://en.wikipedia.org/wiki/Wild_Card_(2015_film)]",83875862,36000000,5937931,0.164942528,2
Michael Kenneth Williams,[https://en.wikipedia.org/wiki/Snitch_(film)],57800000,15000000,13900000,0.926666667,1
Stephen Dorff,"[https://en.wikipedia.org/wiki/Bucky_Larson:_Born_to_Be_a_Star, https://en.wikipedia.org/wiki/Immortals_(2011_film), https://en.wikipedia.org/wiki/Officer_Down, https://en.wikipedia.org/wiki/Somewhere_(2010_film)]",243300000,91000000,30650000,0.336813187,4
Jim Belushi,"[https://en.wikipedia.org/wiki/Hoodwinked!, https://en.wikipedia.org/wiki/Thunderstruck_(2012_film)]",110000000,8000000,47000000,5.875,2
Steven Berkoff,"[https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo_(2011_film), https://en.wikipedia.org/wiki/The_Tourist_(2010_film)]",510900000,190000000,65450000,0.344473684,2
Ronda Rousey,[https://en.wikipedia.org/wiki/The_Expendables_3],214600000,90000000,17300000,0.192222222,1
Helen Mirren,"[https://en.wikipedia.org/wiki/Arthur_(2011_film), https://en.wikipedia.org/wiki/Legend_of_the_Guardians:_The_Owls_of_Ga%27Hoole, https://en.wikipedia.org/wiki/Love_Ranch, https://en.wikipedia.org/wiki/Monsters_University, https://en.wikipedia.org/wiki/RED_(film), https://en.wikipedia.org/wiki/RED_2_(film), https://en.wikipedia.org/wiki/Red_(2010_film), https://en.wikipedia.org/wiki/The_Debt_(2011_film), https://en.wikipedia.org/wiki/The_Hundred-Foot_Journey_(film), https://en.wikipedia.org/wiki/The_Tempest_(2009_film), https://en.wikipedia.org/wiki/Woman_in_Gold_(film)]",1672719876,618000000,218359938,0.353333233,11
Simon Helberg,[https://en.wikipedia.org/wiki/Florence_Foster_Jenkins_(film)],44300000,29000000,-6850000,-0.236206897,1
Manuel Garcia-Rulfo,[https://en.wikipedia.org/wiki/The_Magnificent_Seven_(2016_film)],160400000,108000000,-27800000,-0.257407407,1
Kathy Baker,"[https://en.wikipedia.org/wiki/Take_Shelter, https://en.wikipedia.org/wiki/The_Age_of_Adaline]",70700000,29750000,5600000,0.188235294,2
Jake Weary,[https://en.wikipedia.org/wiki/It_Follows],20600000,2000000,8300000,4.15,1
Mark Kelly,[https://en.wikipedia.org/wiki/The_Do-Deca-Pentathlon],0,0,0,,1
Michael Biehn,[https://en.wikipedia.org/wiki/Puncture_(film)],0,0,0,,1
Donal Logue,"[https://en.wikipedia.org/wiki/CBGB_(film), https://en.wikipedia.org/wiki/Charlie_St._Cloud_(film), https://en.wikipedia.org/wiki/Ghost_Rider_(2007_film), https://en.wikipedia.org/wiki/Shark_Night_3D]",317027183,179000000,-20486408.5,-0.114449209,4
David Burke,[https://en.wikipedia.org/wiki/The_Young_Messiah_(film)],7300000,18500000,-14850000,-0.802702703,1
Annabeth Gish,[https://en.wikipedia.org/wiki/The_Chaperone_(film)],14400,3000000,-2992800,-0.9976,1
Stephen Fry,[https://en.wikipedia.org/wiki/Love_%26_Friendship],19600000,3000000,6800000,2.266666667,1
Larry David,[https://en.wikipedia.org/wiki/The_Three_Stooges_(2012_film)],54800000,30000000,-2600000,-0.086666667,1
Gwyneth Paltrow,"[https://en.wikipedia.org/wiki/Contagion_(film), https://en.wikipedia.org/wiki/Country_Strong, https://en.wikipedia.org/wiki/Iron_Man_(2008_film), https://en.wikipedia.org/wiki/Iron_Man_2, https://en.wikipedia.org/wiki/Iron_Man_3, https://en.wikipedia.org/wiki/Mortdecai_(film)]",2627429194,675000000,638714597,0.946243847,6
