actor_name,movies,revenues,costs,gross_profit,return,count
Max Wrottesley,[https://en.wikipedia.org/wiki/Open_Grave],0,0,0,,1
Robert Longstreet,"[https://en.wikipedia.org/wiki/Ping_Pong_Summer, https://en.wikipedia.org/wiki/The_Signal_(2014_film)]",2472909,5000000,-3763545.5,-0.7527091,2
Kyle Harrison Breitkopf,[https://en.wikipedia.org/wiki/Parental_Guidance_(film)],119800000,25000000,34900000,1.396,1
Dominic Sherwood,[https://en.wikipedia.org/wiki/Vampire_Academy_(film)],15400000,30000000,-22300000,-0.743333333,1
Isao Kimura,[https://en.wikipedia.org/wiki/Seven_Samurai],0,0,0,,1
Brooklyn Decker,"[https://en.wikipedia.org/wiki/Battleship_(film), https://en.wikipedia.org/wiki/Just_Go_with_It, https://en.wikipedia.org/wiki/What_to_Expect_When_You%27re_Expecting_(film)]",602400000,329000000,-27800000,-0.08449848,3
Chanel Iman,[https://en.wikipedia.org/wiki/Dope_(2015_film)],18000000,7000000,2000000,0.285714286,1
Sharif Atkins,[https://en.wikipedia.org/wiki/Preacher%27s_Kid_(film)],515065,3000000,-2742467.5,-0.914155833,1
Michael Ironside,"[https://en.wikipedia.org/wiki/Terminator_Salvation, https://en.wikipedia.org/wiki/The_Next_Karate_Kid]",387200000,212000000,-18400000,-0.086792453,2
Lin Shaye,"[https://en.wikipedia.org/wiki/Insidious:_Chapter_2, https://en.wikipedia.org/wiki/Insidious:_Chapter_3, https://en.wikipedia.org/wiki/Ouija:_Origin_of_Evil, https://en.wikipedia.org/wiki/Ouija_(2014_film), https://en.wikipedia.org/wiki/The_Signal_(2014_film)]",462620000,33000000,198310000,6.009393939,5
Tony Cox,[https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful],493300000,160200000,86450000,0.539637953,1
Sebastian Roch̩,[https://en.wikipedia.org/wiki/Happy_Tears_(film)],0,0,0,,1
Haley Bennett,"[https://en.wikipedia.org/wiki/Hardcore_Henry, https://en.wikipedia.org/wiki/Kaboom_(film), https://en.wikipedia.org/wiki/The_Girl_on_the_Train_(2016_film), https://en.wikipedia.org/wiki/The_Magnificent_Seven_(2016_film)]",347300000,155000000,18650000,0.120322581,4
Woody Harrelson,"[https://en.wikipedia.org/wiki/Free_Birds, https://en.wikipedia.org/wiki/Friends_with_Benefits_(film), https://en.wikipedia.org/wiki/Now_You_See_Me_(film), https://en.wikipedia.org/wiki/Now_You_See_Me_2, https://en.wikipedia.org/wiki/Out_of_the_Furnace, https://en.wikipedia.org/wiki/Rampart_(film), https://en.wikipedia.org/wiki/The_Hunger_Games:_Catching_Fire, https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1, https://en.wikipedia.org/wiki/The_Hunger_Games_(film), https://en.wikipedia.org/wiki/Triple_9]",3300400000,630000000,1020200000,1.619365079,10
Tim Meadows,[https://en.wikipedia.org/wiki/Popstar:_Never_Stop_Never_Stopping],9500000,20000000,-15250000,-0.7625,1
Allen Evangelista,[https://en.wikipedia.org/wiki/Project_Almanac],33200000,12000000,4600000,0.383333333,1
