,"
Production
companies
","
Production
company
1038,,"
Panay Films
Walt Disney Pictures (uncredited)[1]
","


June 14, 2014 (2014-06-14) (Los Angeles Film Festival)
July 2, 2014 (2014-07-02) (United States)





",89 minutes[2],,$45.3 million[4],$13 million[3],,Maxime Alexandre,United States,Dave Green,Relativity Media,"Carsten Kurpanek
Crispin Struthers",,,English,,,Joseph Trapanese,,"Ryan Kavanaugh
Andrew Panay",Henry Gayden,,"Teo Halm
Brian ""Astro"" Bradley
Reese C. Hartwig
Ella Wahlestedt","Henry Gayden
Andrew Panay",,,https://en.wikipedia.org/wiki/Earth_to_Echo,Earth to Echo,"
Panay Films
Walt Disney Pictures (uncredited)[1]
",45300000.0,<type 'float'>,13000000.0,<type 'float'>,"[2014-06-14 00:00:00, 2014-07-02 00:00:00]",2014,7,7/2
1039,"



New Line Cinema
RatPac-Dune Entertainment
Gary Sanchez Productions
On the Day Productions



",,"


July 2, 2014 (2014-07-02)






",96 minutes[1],,$100.5 million[3],$20 million[2],,Russ T. Alsobrook,United States,Ben Falcone,Warner Bros. Pictures,Michael L Sale,,,English,,,Michael Andrews,,"


Melissa McCarthy
Will Ferrell
Adam McKay


",,,"


Melissa McCarthy
Susan Sarandon
Allison Janney
Gary Cole
Mark Duplass
Dan Aykroyd
Kathy Bates


",,,"


Ben Falcone
Melissa McCarthy


",https://en.wikipedia.org/wiki/Tammy_(film),Tammy,"



New Line Cinema
RatPac-Dune Entertainment
Gary Sanchez Productions
On the Day Productions



",100500000.0,<type 'float'>,20000000.0,<type 'float'>,[2014-07-02 00:00:00],2014,7,7/2
1040,,"



IFC Productions
Detour Filmproduction
Cinetic Media



","


January 19, 2014 (2014-01-19) (Sundance)
July 11, 2014 (2014-07-11) (United States)





",165 minutes[1],,$44.5 million[2],$4 million[2],,"


Lee Daniel
Shane Kelly


",United States,Richard Linklater,"


IFC Films (US)
Universal Pictures (International)


",Sandra Adair,,,English,,,,,"


Richard Linklater
Cathleen Sutherland
Jonathan Sehring
John Sloss


",,,"


Patricia Arquette
Ellar Coltrane
Lorelei Linklater
Ethan Hawke


",,,Richard Linklater,https://en.wikipedia.org/wiki/Boyhood_(film),Boyhood,"



IFC Productions
Detour Filmproduction
Cinetic Media



",44500000.0,<type 'float'>,4000000.0,<type 'float'>,"[2014-01-19 00:00:00, 2014-07-11 00:00:00]",2014,7,7/11
1041,,"



Chernin Entertainment
TSG Entertainment



","


June 26, 2014 (2014-06-26) (Palace of Fine Arts)
July 11, 2014 (2014-07-11) (United States)





",130 minutes[1],"


Characters created
by Rick Jaffa and Amanda Silver
Premise suggested by Planet of the Apes
by Pierre Boulle


",$710.6 million[5],$170 million[4],,Michael Seresin,United States[2][3],Matt Reeves,20th Century Fox,"


William Hoy
Stan Salfas


",,,English,,,Michael Giacchino,,"


Peter Chernin
Dylan Clark
Rick Jaffa
Amanda Silver


",,,"


Andy Serkis
Jason Clarke
Gary Oldman
Keri Russell
Toby Kebbell
Kodi Smit-McPhee


",,,"


Mark Bomback
Rick Jaffa
Amanda Silver


",https://en.wikipedia.org/wiki/Dawn_of_the_Planet_of_the_Apes,Dawn of the Planet of the Apes,"



Chernin Entertainment
TSG Entertainment



",710600000.0,<type 'float'>,170000000.0,<type 'float'>,"[2014-06-26 00:00:00, 2014-07-11 00:00:00]",2014,7,7/11
1042,,"



Chernin Entertainment
Dune Entertainment
Big Screen Productions
Ingenious Film Partners



","


August 5, 2011 (2011-08-05)






",105 minutes,"Premise suggested by Planet of the Apes
by Pierre Boulle",$481 million[5],$93 million[4],,Andrew Lesnie,United States[1][2][3],Rupert Wyatt,20th Century Fox,"


Conrad Buff
Mark Goldblatt


",,,English,,,Patrick Doyle,,"


Peter Chernin
Dylan Clark
Rick Jaffa
Amanda Silver


",,,"


James Franco
Freida Pinto
John Lithgow
Brian Cox
Tom Felton
Andy Serkis


",,,"


Rick Jaffa
Amanda Silver


",https://en.wikipedia.org/wiki/Rise_of_the_Planet_of_the_Apes,Rise of the Planet of the Apes,"



Chernin Entertainment
Dune Entertainment
Big Screen Productions
Ingenious Film Partners



",481000000.0,<type 'float'>,93000000.0,<type 'float'>,[2011-08-05 00:00:00],2011,8,8/5
1043,,"
Boss Media
Pride of Gypsies
","


April 12, 2014 (2014-04-12) (Sarasota Film Festival)
July 11, 2014 (2014-07-11) (United States)





",91 minutes,,"$937,000[1]","$600,000",,Brian Andrew Mendoza,United States,Jason Momoa,"Anchor Bay Entertainment (UK and US)
WWE Studios (US)","Brian Andrew Mendoza
Jennifer Tiexiera",,,English,,,,,"Brian Andrew Mendoza
Jason Momoa",,,"Jason Momoa
Sarah Shahi
Lisa Bonet
Michael Raymond-James
Wes Studi
Robert Homer Mollohan",,,"Jason Momoa
Jonathan Hirschbein
Robert Homer Mollohan",https://en.wikipedia.org/wiki/Road_to_Paloma,Road to Paloma,"
Boss Media
Pride of Gypsies
",937000.0,<type 'float'>,600000.0,<type 'float'>,"[2014-04-12 00:00:00, 2014-07-11 00:00:00]",2014,7,7/11
1044,,"



Verisimilitude
WeWork Studios
Bersin Pictures
Penny Jane Films



","


January 18, 2014 (2014-01-18) (Sundance)
July 18, 2014 (2014-07-18) (United States)





",106 minutes[1],,"$475,591[2]",$1 million,,Markus Forderer,United States,Mike Cahill,Fox Searchlight Pictures,Mike Cahill,,,English,,,"Will Bates
Phil Mossman",,"Mike Cahill
Hunter Gray
Alex Orlovsky",,,"


Michael Pitt
Brit Marling
Àstrid Bergès-Frisbey
Steven Yeun
Archie Panjabi


",,,Mike Cahill,https://en.wikipedia.org/wiki/I_Origins,I Origins,"



Verisimilitude
WeWork Studios
Bersin Pictures
Penny Jane Films



",475591.0,<type 'float'>,1000000.0,<type 'float'>,"[2014-01-18 00:00:00, 2014-07-18 00:00:00]",2014,7,7/18
1045,,"
One Media
","


July 18, 2014 (2014-07-18)






",91 minutes,,$1.6 million[1],,,Richard J. Vialet,United States,Daniel Lusko,Millennium Entertainment,Brian Brinkman,,,English,,,Chris Ridenhour,,"Daniel Lusko
James R. Higgins
Gray Frederickson
Jerry D. Simmons",,,"James Remar
Bruce Davison",,,Daniel Lusko,https://en.wikipedia.org/wiki/Persecuted_(film),Persecuted,"
One Media
",1600000.0,<type 'float'>,,,[2014-07-18 00:00:00],2014,7,7/18
1046,,"



Walt Disney Pictures
DisneyToon Studios



","


July 15, 2014 (2014-07-15) (El Capitan Theatre)
July 18, 2014 (2014-07-18) (United States)





",84 minutes[2],,$151.4 million[3],$50 million[3][4],,,United States,Roberts Gannaway,"Walt Disney Studios
Motion Pictures",Dan Molina,,,English,,,Mark Mancina,,Ferrell Barron[1],"Bobs Gannaway
Jeffrey M. Howard",,"


Dane Cook
Stacy Keach
Brad Garrett
Danny Mann
Teri Hatcher
Julie Bowen
Ed Harris
Regina King
Wes Studi
Dale Dye


","


Bobs Gannaway
Jeffrey M. Howard


",,,https://en.wikipedia.org/wiki/Planes:_Fire_%26_Rescue,Planes: Fire & Rescue,"



Walt Disney Pictures
DisneyToon Studios



",151400000.0,<type 'float'>,50000000.0,<type 'float'>,"[2014-07-15 00:00:00, 2014-07-18 00:00:00]",2014,7,7/18
1047,,"
Walt Disney Pictures
DisneyToon Studios
","


August 2, 2013 (2013-08-02) (EAA AirVenture Oshkosh)[5]
August 9, 2013 (2013-08-09)[6]





",92 minutes[7],,$239.3 million[8],$50 million[8],,,United States,Klay Hall[1],"Walt Disney Studios
Motion Pictures",Jeremy Milton,,,English,,,Mark Mancina[4],,Tracy Balthazor-Flynn[2],Jeffrey M. Howard[3],,"Dane Cook
Stacy Keach
Teri Hatcher
Priyanka Chopra
Brad Garrett
Julia Louis-Dreyfus
Roger Craig Smith
John Cleese
Carlos Alazraqui
Val Kilmer
Anthony Edwards","John Lasseter
Klay Hall
Jeffrey M. Howard",,,https://en.wikipedia.org/wiki/Planes_(film),Planes,"
Walt Disney Pictures
DisneyToon Studios
",239300000.0,<type 'float'>,50000000.0,<type 'float'>,"[2013-08-02 00:00:00, 2013-08-09 00:00:00]",2013,8,8/9
1048,"



Platinum Dunes
Blumhouse Productions
Why Not Productions



",,"


July 18, 2014 (2014-07-18)






",103 minutes[1],,$111.9 million[2],$9 million[2],,Jacques Jouffret,United States,James DeMonaco,Universal Pictures,"


Todd E. Miller
Vince Filippone


",,,English,,,Nathan Whitehead,,"


Jason Blum
Michael Bay
Andrew Form
Brad Fuller
Sebastien Lemercier


",,,"


Frank Grillo
Carmen Ejogo
Zach Gilford
Kiele Sanchez
Zoë Soul
Michael K. Williams


",,,James DeMonaco,https://en.wikipedia.org/wiki/The_Purge:_Anarchy,The Purge: Anarchy,"



Platinum Dunes
Blumhouse Productions
Why Not Productions



",111900000.0,<type 'float'>,9000000.0,<type 'float'>,[2014-07-18 00:00:00],2014,7,7/18
1049,"



Blumhouse Productions
Platinum Dunes



",,"


May 2, 2013 (2013-05-02) (Stanley Film Festival)
June 7, 2013 (2013-06-07) (United States)





",85 minutes[1],,$89.3 million[3],$3 million[2],,Jacques Jouffret,United States,James DeMonaco,Universal Pictures,Peter Gvozdas,,,English,,,Nathan Whitehead,,"


John Blm
Sébastien K. Lemercier
Michael Bay
Andrew Form
Bradley Fuller


",,,"


Ethan Hawke
Lena Headey
Adelaide Kane
Max Burkholder


",,,James DeMonaco,https://en.wikipedia.org/wiki/The_Purge,The Purge,"



Blumhouse Productions
Platinum Dunes



",89300000.0,<type 'float'>,3000000.0,<type 'float'>,"[2013-05-02 00:00:00, 2013-06-07 00:00:00]",2013,6,6/7
1050,,"



Media Rights Capital
LStar Capital
Escape Artists



","


July 18, 2014 (2014-07-18)






",94 minutes[1],,$126.1 million[2],$40 million[2],,Tim Suhrstedt,United States,Jake Kasdan,Columbia Pictures,"


Steve Edwards
Tara Timpone


",,,English,,,Michael Andrews,,"


Todd Black
Jason Blumenthal
Steve Tisch


","


Kate Angelo
Jason Segel
Nicholas Stoller


",,"


Cameron Diaz
Jason Segel
Rob Corddry
Ellie Kemper
Rob Lowe


",Kate Angelo,,,https://en.wikipedia.org/wiki/Sex_Tape_(film),Sex Tape,"



Media Rights Capital
LStar Capital
Escape Artists



",126100000.0,<type 'float'>,40000000.0,<type 'float'>,[2014-07-18 00:00:00],2014,7,7/18
1051,,"



Worldview Entertainment
Double Feature Films



","


January 18, 2014 (2014-01-18) (Sundance Film Festival)
July 18, 2014 (2014-07-18) (United States)





",106 minutes[1],,$5.5 million[3],$6 million[2],,Lawrence Sher,United States,Zach Braff,Focus Features,Myron Kerstein,,,English,,,Rob Simonsen,,"


Stacey Sher
Michael Shamberg
Zach Braff
Adam Braff


",,,"


Zach Braff
Josh Gad
Ashley Greene
Kate Hudson
Joey King
Mandy Patinkin


",,,"


Zach Braff
Adam Braff


",https://en.wikipedia.org/wiki/Wish_I_Was_Here,Wish I Was Here,"



Worldview Entertainment
Double Feature Films



",5500000.0,<type 'float'>,6000000.0,<type 'float'>,"[2014-01-18 00:00:00, 2014-07-18 00:00:00]",2014,7,7/18
1052,,"
Castle Rock Entertainment
Foresight Unlimited
Envision Entertainment
","


July 25, 2014 (2014-07-25)






",94 minutes,,"$25,312,387[3]",$18 million[2],,Reed Morano,United States,Rob Reiner,"
Clarius Entertainment
Freestyle Releasing[1]",Dorian Harris,,,English,,,Marc Shaiman,,"Alan Greisman
Mark Damon
Rob Reiner",,,"Michael Douglas
Diane Keaton
Sterling Jerins
Paloma Guzmán
Frances Sternhagen
Frankie Valli",,,Mark Andrus,https://en.wikipedia.org/wiki/And_So_It_Goes_(film),And So It Goes,"
Castle Rock Entertainment
Foresight Unlimited
Envision Entertainment
",25312387.0,<type 'float'>,18000000.0,<type 'float'>,[2014-07-25 00:00:00],2014,7,7/25
1053,,"
Lucky Coffee Productions
","


January 19, 2014 (2014-01-19) (Sundance)
July 25, 2014 (2014-07-25) (United States)





",88 minutes,,"$30,312[1]","$70,000",,Ben Richardson,United States,Joe Swanberg,Magnolia Pictures,Joe Swanberg,,,English,,,Dominic Lewis,,"Joe Swanberg
Alicia Van Couvering
Peter Gilbert",,,"Anna Kendrick
Melanie Lynskey
Lena Dunham
Joe Swanberg
Mark Webber",,,Joe Swanberg,https://en.wikipedia.org/wiki/Happy_Christmas_(film),Happy Christmas,"
Lucky Coffee Productions
",30312.0,<type 'float'>,70000.0,<type 'float'>,"[2014-01-19 00:00:00, 2014-07-25 00:00:00]",2014,7,7/25
1054,,"



Flynn Picture Company
Radical Studios



","


July 25, 2014 (2014-07-25) (United States)






",98 minutes[1],"Hercules: The Thracian Wars
by Steve Moore",$244.8 million[2],$100 million[2],,Dante Spinotti,United States,Brett Ratner,"


Paramount Pictures
Metro-Goldwyn-Mayer


","


Mark Helfrich
Julia Wong


",,,English,,,Fernando Velázquez,,"


Brett Ratner
Barry Levine
Beau Flynn


","


Ryan J. Condal
Evan Spiliotopoulos


",,"


Dwayne Johnson
Ian McShane
Rufus Sewell
John Hurt


",,,,https://en.wikipedia.org/wiki/Hercules_(2014_film),Hercules,"



Flynn Picture Company
Radical Studios



",244800000.0,<type 'float'>,100000000.0,<type 'float'>,[2014-07-25 00:00:00],2014,7,7/25
1055,,"
Perdido Productions
","


July 25, 2014 (2014-07-25)






",97 minutes[1],,$51 million[3],$16.8 million[2],,Darius Khondji,United States,Woody Allen,Sony Pictures Classics,Alisa Lepselter,,,English,,,,,"Letty Aronson
Stephen Tenenbaum
Helen Robin",,,"Eileen Atkins
Colin Firth
Marcia Gay Harden
Hamish Linklater
Simon McBurney
Emma Stone
Jacki Weaver",,,Woody Allen,https://en.wikipedia.org/wiki/Magic_in_the_Moonlight,Magic in the Moonlight,"
Perdido Productions
",51000000.0,<type 'float'>,16800000.0,<type 'float'>,[2014-07-25 00:00:00],2014,7,7/25
1056,,"
Imagine Entertainment
Jagged Films
Wyolah Films
","


August 1, 2014 (2014-08-01) (United States)






",139 minutes[1],,$33.4 million[3],$30 million[2],,Stephen Goldblatt,United States,Tate Taylor,Universal Pictures,Michael McCusker,,,English,,,Thomas Newman,,"Brian Grazer
Mick Jagger
Tate Taylor
Victoria Pearman","Jez Butterworth
John-Henry Butterworth",,"Chadwick Boseman
Nelsan Ellis
Dan Aykroyd
Viola Davis
Craig Robinson
Octavia Spencer","Steven Baigelman
Jez Butterworth
John-Henry Butterworth",,,https://en.wikipedia.org/wiki/Get_on_Up_(film),Get on Up,"
Imagine Entertainment
Jagged Films
Wyolah Films
",33400000.0,<type 'float'>,30000000.0,<type 'float'>,[2014-08-01 00:00:00],2014,8,8/1
1057,,"
Marvel Studios
","


July 21, 2014 (2014-07-21) (Dolby Theatre)
August 1, 2014 (2014-08-01) (United States)





",122 minutes[1],"
Guardians of the Galaxy
by


Dan Abnett
Andy Lanning



",$773.3 million[3],"


$232.3 million (gross)[2]
$195.9 million (net)[2]


",,Ben Davis,United States,James Gunn,"Walt Disney Studios
Motion Pictures","


Fred Raskin
Craig Wood
Hughes Winborne


",,,English,,,Tyler Bates,,Kevin Feige,,,"


Chris Pratt
Zoe Saldana
Dave Bautista
Vin Diesel
Bradley Cooper
Lee Pace
Michael Rooker
Karen Gillan
Djimon Hounsou
John C. Reilly
Glenn Close
Benicio del Toro


",,,"


James Gunn
Nicole Perlman


",https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film),Guardians of the Galaxy,"
Marvel Studios
",773300000.0,<type 'float'>,232300000.0,<type 'float'>,"[2014-07-21 00:00:00, 2014-08-01 00:00:00]",2014,8,8/1
1058,,"



DreamWorks Pictures
Reliance Entertainment
Participant Media
Image Nation
Amblin Entertainment
Harpo Films



","


August 4, 2014 (2014-08-04) (Ziegfeld Theatre)
August 8, 2014 (2014-08-08) (United States)





",122 minutes[2],The Hundred-Foot Journey by Richard C. Morais,$88.9 million[3],$22 million[3],,Linus Sandgren,United States,Lasse Hallström,"Walt Disney Studios
Motion Pictures",Andrew Mondshein,,,English,,,A. R. Rahman[1],,"


Juliet Blake
Steven Spielberg
Oprah Winfrey


",Steven Knight,,"


Helen Mirren
Om Puri
Manish Dayal
Charlotte Le Bon


",,,,https://en.wikipedia.org/wiki/The_Hundred-Foot_Journey_(film),The Hundred-Foot Journey,"



DreamWorks Pictures
Reliance Entertainment
Participant Media
Image Nation
Amblin Entertainment
Harpo Films



",88900000.0,<type 'float'>,22000000.0,<type 'float'>,"[2014-08-04 00:00:00, 2014-08-08 00:00:00]",2014,8,8/8
1059,,"



New Line Cinema
Village Roadshow Pictures
Broken Road Productions



","


August 8, 2014 (2014-08-08) (United States)






",89 minutes[1],,$161.7 million[3],$50 million[2],,Brian Pearson,United States,Steven Quale,Warner Bros. Pictures,Eric A. Sears,,,English,,,Brian Tyler,,Todd Garner,,,"


Richard Armitage
Sarah Wayne Callies
Matt Walsh
Alycia Debnam-Carey
Arlen Escarpeta


",,,John Swetnam,https://en.wikipedia.org/wiki/Into_the_Storm_(2014_film),Into the Storm,"



New Line Cinema
Village Roadshow Pictures
Broken Road Productions



",161700000.0,<type 'float'>,50000000.0,<type 'float'>,[2014-08-08 00:00:00],2014,8,8/8
1060,,"
Summit Entertainment
Offspring Entertainment
","


August 8, 2014 (2014-08-08)






",112 minutes[1],"Characters
by Duane Adler",$86.2 million[3],$45 million[2],,Brian Pearson,United States,Trish Sie,Lionsgate Films,Niven Howie,,,English,,,Jeff Cardoni,,"Adam Shankman
Jennifer Gibgot
Patrick Wachsberger
Erik Feig",,,"Ryan Guzman
Briana Evigan
Misha Gabriel
Stephen ""tWitch"" Boss
Izabella Miko
Alyson Stoner
Adam G. Sevani",,,John Swetnam,https://en.wikipedia.org/wiki/Step_Up:_All_In,Step Up: All In,"
Summit Entertainment
Offspring Entertainment
",86200000.0,<type 'float'>,45000000.0,<type 'float'>,[2014-08-08 00:00:00],2014,8,8/8
1061,,"



Summit Entertainment
Offspring Entertainment



","


July 27, 2012 (2012-07-27)






",99 minutes[1],"Characters
by Duane Adler",$140.5 million[2],$33 million[2],,Karsten Gopinath,United States,Scott Speer,Lions Gate Entertainment,"


Matt Friedman
Avi Youabian


",,,English,,,Aaron Zigman,,"


Adam Shankman
Jennifer Gibgot
Patrick Wachsberger
Erik Feig


",,,"


Ryan Guzman
Kathryn McCormick
Misha Gabriel
Cleopatra Coleman
Stephen ""tWitch"" Boss
Tommy Dewey
Peter Gallagher


",,,Amanda Brody,https://en.wikipedia.org/wiki/Step_Up_Revolution,Step Up Revolution,"



Summit Entertainment
Offspring Entertainment



",140500000.0,<type 'float'>,33000000.0,<type 'float'>,[2012-07-27 00:00:00],2012,7,7/27
1062,,"



Nickelodeon Movies
Platinum Dunes
Gama Entertainment
Mednick Productions
Heavy Metal



","


July 29, 2014 (2014-07-29) (Mexico City premiere)[1]
August 8, 2014 (2014-08-08) (United States)





",101 minutes[2][3],"Teenage Mutant Ninja Turtles
by Peter Laird
Kevin Eastman",$493.3 million[4],$125 million[4],,Lula Carvalho,United States,Jonathan Liebesman,Paramount Pictures,"


Joel Negron
Glen Scantlebury


",,,English,,,Brian Tyler,,"


Michael Bay
Andrew Form
Brad Fuller
Galen Walker
Scott Mednick
Ian Bryce


",,,"


Megan Fox
Will Arnett
William Fichtner
Noel Fisher
Jeremy Howard
Pete Ploszek
Alan Ritchson


",,,"


Josh Appelbaum
André Nemec
Evan Daugherty


",https://en.wikipedia.org/wiki/Teenage_Mutant_Ninja_Turtles_(2014_film),Teenage Mutant Ninja Turtles,"



Nickelodeon Movies
Platinum Dunes
Gama Entertainment
Mednick Productions
Heavy Metal



",493300000.0,<type 'float'>,125000000.0,<type 'float'>,"[2014-07-29 00:00:00, 2014-08-08 00:00:00]",2014,8,8/8
1063,,"



Kinberg Genre
TSG Entertainment



","


August 13, 2014 (2014-08-13)






",104 minutes[1],,$138.2 million[3],$17 million[2],,Daryn Okada,United States,Luke Greenfield,20th Century Fox,"


Bill Pankow
Jonathan Schwartz


",,,English,,,"


Christophe Beck
Jake Monaco


",,"


Luke Greenfield
Simon Kinberg


",,,"


Damon Wayans, Jr.
Jake Johnson
Rob Riggle
Nina Dobrev
James D'Arcy
Andy García


",,,"


Luke Greenfield
Nicholas Thomas


",https://en.wikipedia.org/wiki/Let%27s_Be_Cops,Let's Be Cops,"



Kinberg Genre
TSG Entertainment



",138200000.0,<type 'float'>,17000000.0,<type 'float'>,[2014-08-13 00:00:00],2014,8,8/13
1064,"



Millennium Films
Nu Image



",,"


August 4, 2014 (2014-08-04) (London premiere)
August 15, 2014 (2014-08-15) (United States)





",126 minutes[2],"Characters
by David Callaham",$214.6 million[4],$90 million[3],,"Peter Menzies, Jr.",United States,Patrick Hughes,Lionsgate,"


Sean Albertson
Paul Harb


",,,English,,,Brian Tyler,,"


Avi Lerner
Kevin King-Templeton
Danny Lerner
Les Weldon
John Thompson[1]


","


Sylvester Stallone[1]
Creighton Rothenberger
Katrin Benedikt


",,"


Sylvester Stallone
Jason Statham
Antonio Banderas
Jet Li
Wesley Snipes
Dolph Lundgren
Kelsey Grammer
Randy Couture
Terry Crews
Mel Gibson
Harrison Ford
Arnold Schwarzenegger
Kellan Lutz
Ronda Rousey
Glen Powell
Victor Ortiz


",Sylvester Stallone,,,https://en.wikipedia.org/wiki/The_Expendables_3,The Expendables 3,"



Millennium Films
Nu Image



",214600000.0,<type 'float'>,90000000.0,<type 'float'>,"[2014-08-04 00:00:00, 2014-08-15 00:00:00]",2014,8,8/15
1065,,"



Millennium Films
Nu Image



","


August 13, 2012 (2012-08-13) (London)
August 17, 2012 (2012-08-17) (United States)





",103 minutes[1],"Characters
by David Callaham",$305.4 million[3],$100 million[2],,Shelly Johnson,United States,Simon West,Lionsgate,Todd E. Miller,,,English,,,Brian Tyler,,"


Avi Lerner
Danny Lerner
Kevin King Templeton
Les Weldon


","


Sylvester Stallone
Richard Wenk


",,"


Sylvester Stallone
Jason Statham
Jet Li
Dolph Lundgren
Chuck Norris
Terry Crews
Randy Couture
Liam Hemsworth
Jean-Claude Van Damme
Bruce Willis
Arnold Schwarzenegger


","


David Agosto
Ken Kaufman
Richard Wenk


",,,https://en.wikipedia.org/wiki/The_Expendables_2,The Expendables 2,"



Millennium Films
Nu Image



",305400000.0,<type 'float'>,100000000.0,<type 'float'>,"[2012-08-13 00:00:00, 2012-08-17 00:00:00]",2012,8,8/17
1066,,"
Walden Media
","


August 11, 2014 (2014-08-11) (Premiere)
August 15, 2014 (2014-08-15) (United States)





",97 minutes[1],"The Giver
by Lois Lowry",$67 million[2],$25 million[2],,Ross Emery,"United States
Canada
South Africa",Phillip Noyce,The Weinstein Company,Barry Alexander Brown,,,English,,,Marco Beltrami,,"


Neil Koenigsberg
Nikki Silver


","Michael Mitnick
Robert B. Weide",,"


Jeff Bridges
Meryl Streep
Brenton Thwaites
Alexander Skarsgård
Katie Holmes
Taylor Swift
Cameron Monaghan
Odeya Rush
Emma Tremblay


",,,,https://en.wikipedia.org/wiki/The_Giver_(film),The Giver,"
Walden Media
",67000000.0,<type 'float'>,25000000.0,<type 'float'>,"[2014-08-11 00:00:00, 2014-08-15 00:00:00]",2014,8,8/15
1067,,"



American Zoetrope
Abbolita Productions
Starstream Entertainment
XYZ Films



","


January 19, 2014 (2014-01-19) (Sundance)
August 15, 2014 (2014-08-15) (United States)





",89 minutes[1],,"$254,881[3]",$2.4 million[2],,Jay Hunter,United States,Jeff Baena,A24,Colin Patton,,,English,,,,,"Michael Zakin
Liz Destro",,,"


Aubrey Plaza
Dane DeHaan
Molly Shannon
Cheryl Hines
Paul Reiser
Matthew Gray Gubler
John C. Reilly


",,,Jeff Baena,https://en.wikipedia.org/wiki/Life_After_Beth,Life After Beth,"



American Zoetrope
Abbolita Productions
Starstream Entertainment
XYZ Films



",254881.0,<type 'float'>,2400000.0,<type 'float'>,"[2014-01-19 00:00:00, 2014-08-15 00:00:00]",2014,8,8/15
1068,,"
Duplass Brothers Productions
","


January 21, 2014 (2014-01-21) (Sundance Film Festival)
August 22, 2014 (2014-08-22) (United States)





",91 minutes,,"$583,264[1]",,,Doug Emmett,United States,Charlie McDowell,RADiUS-TWC,Jennifer Lilly,,,English,,,"


Danny Bensi
Saunder Jurriaans


",,Mel Eslyn,,,"


Mark Duplass
Elisabeth Moss
Ted Danson


",,,Justin Lader,https://en.wikipedia.org/wiki/The_One_I_Love_(film),The One I Love,"
Duplass Brothers Productions
",583264.0,<type 'float'>,,,"[2014-01-21 00:00:00, 2014-08-22 00:00:00]",2014,8,8/22
1069,,"
New Line Cinema[1]
Metro-Goldwyn-Mayer
Di Novi Pictures
","


August 18, 2014 (2014-08-18) (New York premiere)
August 22, 2014 (2014-08-22) (United States)





",106 minutes[2],"If I Stay
by Gayle Forman",$78.9 million[3],$11 million[3],,John de Borman,United States,R. J. Cutler,"Warner Bros. Pictures(theatrical)
20th Century Fox(home video)",Keith Henderson,,,English,,,Heitor Pereira,,"Denise Di Novi
Alison Greenspan",Shauna Cross,,"Chloë Grace Moretz
Mireille Enos
Jamie Blackley
Joshua Leonard
Stacy Keach
Aisha Hinds",,,,https://en.wikipedia.org/wiki/If_I_Stay_(film),If I Stay,"
New Line Cinema[1]
Metro-Goldwyn-Mayer
Di Novi Pictures
",78900000.0,<type 'float'>,11000000.0,<type 'float'>,"[2014-08-18 00:00:00, 2014-08-22 00:00:00]",2014,8,8/22
1070,,,"


January 18, 2014 (2014-01-18) (Sundance)
August 22, 2014 (2014-08-22)





",94 minutes[1],,$2.2 million[2],,,Christos Voudouris,"United States
France",Ira Sachs,Sony Pictures Classics,"Affonso Gonçalves
Michael Taylor",,,"English
Russian",,,,,"Lucas Joaquin
Lars Knudsen
Ira Sachs
Jayne Baron Sherman
Jay Van Hoy",,,"Alfred Molina
John Lithgow
Marisa Tomei",,,"Ira Sachs
Mauricio Zacharias",https://en.wikipedia.org/wiki/Love_Is_Strange_(film),Love Is Strange,,2200000.0,<type 'float'>,,,"[2014-01-18 00:00:00, 2014-08-22 00:00:00]",2014,8,8/22
1071,,"



Dimension Films
Aldamisa Entertainment
Demarest Films
Troublemaker Studios
Miramax
Solipsist Films
A.R. Films



","


August 19, 2014 (2014-08-19) (TCL Chinese Theatre)
August 22, 2014 (2014-08-22) (United States)





",102 minutes[1],"Sin City
by Frank Miller",$39.4 million[3],$65 million[2],,Robert Rodriguez,United States,"


Robert Rodriguez
Frank Miller


",The Weinstein Company,Robert Rodriguez,,,English,,,"Robert Rodriguez
Carl Thiel",,"


Robert Rodriguez
Aaron Kaufman
Stephen L'Heureux
Sergei Bespalov
Alexander Rodnyansky
Mark Manuel


",,,"


Mickey Rourke
Jessica Alba
Josh Brolin
Joseph Gordon-Levitt
Rosario Dawson
Bruce Willis
Eva Green
Powers Boothe
Dennis Haysbert
Ray Liotta
Jaime King
Christopher Lloyd
Jamie Chung
Jeremy Piven
Christopher Meloni
Juno Temple


",,,Frank Miller,https://en.wikipedia.org/wiki/Sin_City:_A_Dame_to_Kill_For,Sin City: A Dame to Kill For,"



Dimension Films
Aldamisa Entertainment
Demarest Films
Troublemaker Studios
Miramax
Solipsist Films
A.R. Films



",39400000.0,<type 'float'>,65000000.0,<type 'float'>,"[2014-08-19 00:00:00, 2014-08-22 00:00:00]",2014,8,8/22
